key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_001","<hex:02084FE1E93501FF47><hex:020843E3E93580FF3B><hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:020852E1E93601FF4A><hex:020846E3E93680FF3E><hex:022903EB0203><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:02084FE1E93701FF47><hex:020843E3E93780FF3B><hex:022903EB0203><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03>，辛苦了！<hex:02100103>有什麼不明白的地方，請儘管向我提問。"
1,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_002","<hex:02084FE1E93501FF47><hex:020843E3E93580FF3B><hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:020852E1E93601FF4A><hex:020846E3E93680FF3E><hex:022903EB0203><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:02084FE1E93701FF47><hex:020843E3E93780FF3B><hex:022903EB0203><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03>，您平安無事真是太好了！<hex:02100103>之前您突然消失，在下十分擔心。<hex:02100103>您有什麼疑問的話，請儘管向我提問。"
2,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_003","<hex:02084FE1E93501FF47><hex:020843E3E93580FF3B><hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:020852E1E93601FF4A><hex:020846E3E93680FF3E><hex:022903EB0203><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:02084FE1E93701FF47><hex:020843E3E93780FF3B><hex:022903EB0203><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03>，進攻巴別塔真是辛苦您了！<hex:02100103>您有什麼疑問的話，請儘管向我提問。"
3,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_004","<hex:02084FE1E93501FF47><hex:020843E3E93580FF3B><hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:020852E1E93601FF4A><hex:020846E3E93680FF3E><hex:022903EB0203><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:02084FE1E93701FF47><hex:020843E3E93780FF3B><hex:022903EB0203><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03><hex:FF01><hex:03>……<hex:02100103>目前這一帶也受到了末日的影響，<hex:02100103>請務必多加小心！"
4,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_005","<hex:022903EB0203>閣下！<hex:02100103>我從長官那裡聽說了您解決末日災難的偉績，<hex:02100103>正想著如何向您表達謝意！"
5,"TEXT_REGISB5CAMPBROKENGLASS_00751_Q1_000_000","想了解什麼？"
6,"TEXT_REGISB5CAMPBROKENGLASS_00751_A1_000_001","你是做什麼的？"
7,"TEXT_REGISB5CAMPBROKENGLASS_00751_A1_000_002","這裡是什麼地方？"
8,"TEXT_REGISB5CAMPBROKENGLASS_00751_A1_000_003","取消"
9,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_100","想、想知道我的事？<hex:02100103>是！我是志願加入伊爾薩巴德救援隊的阿拉米格解放軍的一員，<hex:02100103>名為羅琦爾達！"
10,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_101","我的故鄉就在基拉巴尼亞的阿拉基利，<hex:02100103>在解放戰爭期間，我的故鄉因為一位帝國兵的行動，<hex:02100103>沒有流一滴血便和平解放了。"
11,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_102","托他的福，我的家人們也平安無事，<hex:02100103>因此我也想盡我所能為這裡做些什麼。"
12,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_200","是！這裡是伊爾薩巴德救援隊的駐地！<hex:02100103>我們踏破風雪來到此地，走在冰原上的聲音就仿佛玻璃碎掉一般，<hex:02100103>因此將這裡命名為碎璃營地。"
13,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_201","在如此苦寒之地也能將國家發展成<hex:02100103>世界是首屈一指的強大帝國，<hex:02100103>即使過去曾是敵人，我也對加雷馬族的意志敬佩不已。"
14,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_202","這個營地收容了不少帝國的殘兵以及平民。<hex:02100103>同時也在對被終末使徒精煉的人們進行治療，<hex:02100103>目前一切都在有序進行！"
15,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_203","這個營地收容了不少帝國的殘兵以及平民。<hex:02100103>另外，伊爾薩巴德救援隊正在與一些帝國市民一同尋找其他倖存者，<hex:02100103>並對他們進行救助！"
16,"TEXT_REGISB5CAMPBROKENGLASS_00751_ROCHILDA_000_204","這個營地收容了不少帝國的殘兵以及平民。<hex:02100103>雖然一些人選擇轉移到了更安全的地方，<hex:02100103>但也有想要復興帝都的人留了下來。"
