key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000","你來找身為鍊金術士的我有何貴幹？<hex:02100103>我現在很忙，長話短說。"
1,"TEXT_REGWILALCGUILD_00067_Q1_000_1","想了解什麼？"
2,"TEXT_REGWILALCGUILD_00067_A1_000_1","你是做什麼的？ "
3,"TEXT_REGWILALCGUILD_00067_A1_000_2","什麼是「鍊金術」？"
4,"TEXT_REGWILALCGUILD_00067_A1_000_3","取消"
5,"TEXT_REGWILALCGUILD_00067_SEVERIAN_010","怎麼突然問這個，<hex:02100103>你腦袋有空間來記我的事情，<hex:02100103>還不如分點給我呢……算了。"
6,"TEXT_REGWILALCGUILD_00067_SEVERIAN_011","我是塞文利安。<hex:02100103>因為一些無聊的緣由，<hex:02100103>當上了鍊金術士公會的公會會長……"
7,"TEXT_REGWILALCGUILD_00067_SEVERIAN_012","可別奢求人緣什麼的啊？<hex:02100103>本來這裡的傢伙就是研究上的對手。<hex:02100103>大部分人都是獨來獨往。"
8,"TEXT_REGWILALCGUILD_00067_SEVERIAN_013","要是團結一致的話……大概只有假藥上市的時候了。<hex:02100103>各自拿著開發中的新藥，<hex:02100103>逼近抓到的犯人的景象，真是相當壯觀。"
9,"TEXT_REGWILALCGUILD_00067_SEVERIAN_020","要是講解正確的定義的話，需要耗費大量時間……<hex:02100103>現代以製藥人來定義鍊金術士，也基本是正確的。"
10,"TEXT_REGWILALCGUILD_00067_SEVERIAN_021","治癒身體的藥、提高能力的藥、還有毒藥……<hex:02100103>各種各樣的藥劑經由鍊金術製造出來。"
11,"TEXT_REGWILALCGUILD_00067_SEVERIAN_022","即使是被認為毫無價值的素材，只要正確理解並調配的話，<hex:02100103>也可以得到一種全新的可能！<hex:02100103>嘻嘻嘻……深奧之極吧？"
12,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_050","嗯？怎麼了？助手。<hex:02100103>你有什麼重大發現嗎？"
13,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_060","助手，雖然我忘記具體是怎麼回事了，<hex:02100103>不過你好像在王宮大鬧了一場啊？<hex:02100103>你有這閒工夫還不如致力於新研究呢！"
14,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_061","再說了，如果有人敢妨礙你，<hex:02100103>你稍微調配些藥放倒他不就行了。<hex:02100103>哼哈哈！要充分活用研究成果！"
15,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_065","助手，喪靈鐘那邊的工作還順利嗎？<hex:02100103>不過你畢竟是能悉數完成我提出的高要求高標準的人，<hex:02100103>所以我對你也不是那麼擔心的啦！"
16,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_066","那個大塊頭……威爾特維克他雖然只是個凡俗之輩，<hex:02100103>但時常會帶些有趣的事來找我。<hex:02100103>你在幫他的時候也許能產生一些意想不到的點子……要認真對待！"
17,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_070","看來喪靈鐘的事件你已經順利解決了。<hex:02100103>聽說我的試劑也派上了用場。<hex:02100103>其實我沒怎麼經過測試就交給你們了，用的時候沒出什麼問題吧？"
18,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_071","哈哈哈，助手呀，我覺得不說你肯定也明白的吧？<hex:02100103>要是萬一出了點什麼問題，那也是一件相當有趣的事情……<hex:02100103>這種實驗精神才是吾等求道者必不可少的資質！"
19,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_080","真是的……那個愚蠢的接待員，<hex:02100103>都說了多少次不要讓我用這睿智的大腦<hex:02100103>去處理那些旁枝末節的雜活。"
20,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_081","接待員那傢伙……我一直以為他是比信鴿還要愚蠢的生物，<hex:02100103>沒想到這次居然接下了一個不錯的委託。「不會腐爛的屍體」……<hex:02100103>啊——這真是激起人好奇心的美妙聲響，你不這麼覺得嗎？"
21,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_082","心臟之刃……<hex:02100103>本以為關於它的傳聞只是人們虛構出來的，<hex:02100103>沒想到它居然真的存在……"
22,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_083","心臟之刃其實只是一個能將人變成殭屍的惡趣味產物。<hex:02100103>不過，這樣就可以了……"
23,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_084","失去了珍視之人的我們，<hex:02100103>不可以選擇逃避，心中再痛也要堅強地走下去……<hex:02100103>這就是做人、這就是活著……"
24,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_085","我的助手啊，名為拂曉的組織來向我諮詢了有關靈魂的問題，<hex:02100103>說是拂曉賢人們的靈魂突然消失了，<hex:02100103>而非是正常的死後靈魂歸還乙太界。"
25,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_086","呵呵……呵呵呵……哈哈哈哈哈哈！<hex:02100103>說實話……完全搞不明白原因。<hex:02100103>看來我對靈魂的研究還遠遠不夠……"
26,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_090","我的助手啊，拂曉給我共享了關於賢人們靈魂去向的報告書，<hex:02100103>不過我怎麼讀都讀不明白。<hex:02100103>穿越時空狹縫什麼的，完全超出我的專業範圍了……"
27,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_091","助手呀，我聽說拂曉的賢人們已經從異世界返還了？<hex:02100103>你可得抽時間好好給我講講你們穿越時空狹縫的方法，<hex:02100103>助我一窺靈魂的奧秘。"
28,"TEXT_REGWILALCGUILD_00067_Q2_000_001","想了解什麼？"
29,"TEXT_REGWILALCGUILD_00067_A2_000_001","最近怎麼樣？"
30,"TEXT_REGWILALCGUILD_00067_A2_000_002","什麼是「鍊金術」？"
31,"TEXT_REGWILALCGUILD_00067_A2_000_003","取消"
32,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_100","哈哈哈！我還以為你要問什麼，<hex:02100103>居然是問我近況如何？我當然是從早到晚，<hex:02100103>搗鼓那些奇怪的材料了啊！"
33,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_101","即使完成了究極鍊金術，但鍊金術還存在許多未知的可能性。<hex:02100103>在確定新的目標之時，順便看心情受理一些委託，<hex:02100103>這樣也挺不錯的。"
34,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_102","但是，那些有錢人的委託有夠無聊的。<hex:02100103>我告訴他們，反正你們錢多，<hex:02100103>那就委託點能讓人血脈僨張的難題啊！"
35,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_103","話說……你今天有什麼發現嗎？<hex:02100103>萬物皆為我們的材料……人的智慧可以讓渾水變為清水。<hex:02100103>你只要將此銘記於心，不論何時，你都是我的助手！"
36,"TEXT_REGWILALCGUILD_00067_SEVERIAN_000_105","最近我過得怎麼樣？<hex:02100103>實話告訴你，我對你之前帶來的那個事件，<hex:02100103>亞拉戈的遺產——人造生命克隆人產生了興趣。"
