key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_CLSHRV006_00008_SEQ_00","園藝工公會的弗弗茶想要委託給冒險者一件工作，此工作與一筆重要的交易有關。"
1,"TEXT_CLSHRV006_00008_SEQ_01","隨著災後復興的進行，與其他城市的貿易往來也愈加繁盛。其中就不乏有機會向烏爾達哈的人們展示格里達尼亞香草的魅力。在拉諾西亞高地的橡樹原一帶採集15束<hex:02280BFF05>Item<hex:F215A60103>，去交給園藝工公會的桑德雷。"
2,"TEXT_CLSHRV006_00008_SEQ_02","將15束<hex:02280BFF05>Item<hex:F215A60103>交給了桑德雷。雖說機會增加，能與其他城市頻繁進行貿易了，但格里達尼亞人似乎對其他城市的人抱有很大的偏見……<hex:02100103><hex:02100103>※園藝工等級達到30級以上時，可以從弗弗茶那裡領取下一個園藝工任務。"
3,"TEXT_CLSHRV006_00008_SEQ_03",""
4,"TEXT_CLSHRV006_00008_SEQ_04",""
5,"TEXT_CLSHRV006_00008_SEQ_05",""
6,"TEXT_CLSHRV006_00008_SEQ_06",""
7,"TEXT_CLSHRV006_00008_SEQ_07",""
8,"TEXT_CLSHRV006_00008_SEQ_08",""
9,"TEXT_CLSHRV006_00008_SEQ_09",""
10,"TEXT_CLSHRV006_00008_SEQ_10",""
11,"TEXT_CLSHRV006_00008_SEQ_11",""
12,"TEXT_CLSHRV006_00008_SEQ_12",""
13,"TEXT_CLSHRV006_00008_SEQ_13",""
14,"TEXT_CLSHRV006_00008_SEQ_14",""
15,"TEXT_CLSHRV006_00008_SEQ_15",""
16,"TEXT_CLSHRV006_00008_SEQ_16",""
17,"TEXT_CLSHRV006_00008_SEQ_17",""
18,"TEXT_CLSHRV006_00008_SEQ_18",""
19,"TEXT_CLSHRV006_00008_SEQ_19",""
20,"TEXT_CLSHRV006_00008_SEQ_20",""
21,"TEXT_CLSHRV006_00008_SEQ_21",""
22,"TEXT_CLSHRV006_00008_SEQ_22",""
23,"TEXT_CLSHRV006_00008_SEQ_23",""
24,"TEXT_CLSHRV006_00008_TODO_00","將<hex:02280BFF05>Item<hex:F215A60103>交給園藝工公會的桑德雷"
25,"TEXT_CLSHRV006_00008_TODO_01",""
26,"TEXT_CLSHRV006_00008_TODO_02",""
27,"TEXT_CLSHRV006_00008_TODO_03",""
28,"TEXT_CLSHRV006_00008_TODO_04",""
29,"TEXT_CLSHRV006_00008_TODO_05",""
30,"TEXT_CLSHRV006_00008_TODO_06",""
31,"TEXT_CLSHRV006_00008_TODO_07",""
32,"TEXT_CLSHRV006_00008_TODO_08",""
33,"TEXT_CLSHRV006_00008_TODO_09",""
34,"TEXT_CLSHRV006_00008_TODO_10",""
35,"TEXT_CLSHRV006_00008_TODO_11",""
36,"TEXT_CLSHRV006_00008_TODO_12",""
37,"TEXT_CLSHRV006_00008_TODO_13",""
38,"TEXT_CLSHRV006_00008_TODO_14",""
39,"TEXT_CLSHRV006_00008_TODO_15",""
40,"TEXT_CLSHRV006_00008_TODO_16",""
41,"TEXT_CLSHRV006_00008_TODO_17",""
42,"TEXT_CLSHRV006_00008_TODO_18",""
43,"TEXT_CLSHRV006_00008_TODO_19",""
44,"TEXT_CLSHRV006_00008_TODO_20",""
45,"TEXT_CLSHRV006_00008_TODO_21",""
46,"TEXT_CLSHRV006_00008_TODO_22",""
47,"TEXT_CLSHRV006_00008_TODO_23",""
48,"TEXT_CLSHRV006_00008_FUFUCHA_000_1","最近，靈災後的復興工作進展得很順利，<hex:02100103>因此從其他地方來格里達尼亞的人越來越多了。"
49,"TEXT_CLSHRV006_00008_FUFUCHA_000_2","和其他城市進行貿易的機會也有所增加……<hex:02100103>我們園藝工的工作也會越來越忙的。"
50,"TEXT_CLSHRV006_00008_FUFUCHA_000_3","實際上，我們已經接到了來自其他城市的訂單。<hex:02100103>烏爾達哈的酒館流沙屋下單，<hex:02100103>讓我們去採集15束<hex:02280BFF05>Item<hex:F215A60103>。"
51,"TEXT_CLSHRV006_00008_FUFUCHA_000_4","說起<hex:02280BFF05>Item<hex:F215A60103>，那可是做花茶必不可少的原料之一。<hex:02100103>我希望他們能被自然的香氣治癒，<hex:02100103>因此想讓你承擔起採集甘菊的重任。"
52,"TEXT_CLSHRV006_00008_FUFUCHA_000_5","在拉諾西亞高地的橡樹原一帶就能採得到。<hex:02100103>你採集好了就去交給桑德雷。<hex:02100103>這回是他負責匯總工作。"
53,"TEXT_CLSHRV006_00008_SANDRE_000_10","啊，是你負責這工作啊。<hex:02100103>趕快把<hex:02280BFF05>Item<hex:F215A60103>採來吧。<hex:02100103>拜託你嘍。"
54,"TEXT_CLSHRV006_00008_SANDRE_000_11","15束<hex:02280BFF05>Item<hex:F215A60103>，我收下了。<hex:02100103>你辛苦了，真是幫了我們大忙。"
55,"TEXT_CLSHRV006_00008_SANDRE_000_12","嗯，真香啊。<hex:02100103>如果把它們做成甘菊茶，那肯定會更香的。<hex:02100103>你也來做做看吧。"
56,"TEXT_CLSHRV006_00008_SANDRE_000_13","那麼……接下來只要把它們包裝好，<hex:02100103>再送到格里達尼亞飛艇坪就完事了。"
57,"TEXT_CLSHRV006_00008_SANDRE_000_14","我記得收件地址是烏爾達哈。<hex:02100103>甘菊茶貌似很受那裡的有錢人喜愛，<hex:02100103>但我的心情很複雜。"
58,"TEXT_CLSHRV006_00008_SANDRE_000_15","我不覺得一切向錢看的那個城市裡的人<hex:02100103>有品甘菊茶的氣質。<hex:02100103>比起茶香來，他們看中的是茶的價格吧？"
59,"TEXT_CLSHRV006_00008_SANDRE_000_16","……不，這可能都是偏見。<hex:02100103>我這種老格里達尼亞觀念可是該慢慢改改了。<hex:02100103>"
