key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_FESNYR2020_00537_MOUSESERVER_000_000","我是從東方遠道而來的使節團的一員。<hex:02100103>如果有什麼不清楚的事情，請儘管諮詢。"
1,"TEXT_FESNYR2020_00537_Q1_000_1","想了解什麼？"
2,"TEXT_FESNYR2020_00537_A1_000_1","你在這裡是做什麼的？"
3,"TEXT_FESNYR2020_00537_A1_000_2","什麼是「降神節」？"
4,"TEXT_FESNYR2020_00537_A1_000_3","什麼是「搗年糕」？"
5,"TEXT_FESNYR2020_00537_A1_000_4","取消"
6,"TEXT_FESNYR2020_00537_MOUSESERVER_000_001","又到了舉辦降神節的季節，<hex:02100103>我們是為了加深與艾歐澤亞之間的友誼，<hex:02100103>從東方被派遣過來的使節團。"
7,"TEXT_FESNYR2020_00537_MOUSESERVER_000_002","我們與使節團團長「子奉行」一起策划了<hex:02100103>發放降神糕的節日活動。<hex:02100103>敬請期待！"
8,"TEXT_FESNYR2020_00537_MOUSESERVER_000_010","多虧冒險者你切開了降神糕，<hex:02100103>目前降神節正在順利舉辦中。"
9,"TEXT_FESNYR2020_00537_MOUSESERVER_000_011","在節日活動期間內，將會持續發放降神糕。<hex:02100103>如果有空的話，請你繼續切一些降神糕！"
10,"TEXT_FESNYR2020_00537_MOUSESERVER_000_030","又到了舉辦降神節的季節，<hex:02100103>我們是為了加深與艾歐澤亞之間的友誼，<hex:02100103>從東方被派遣過來的使節團。"
11,"TEXT_FESNYR2020_00537_MOUSESERVER_000_031","在利姆薩·羅敏薩，我們使節團團長「子奉行」策划了<hex:02100103>發放降神糕的節日活動。<hex:02100103>如果你有空的話，請前去看看吧。"
12,"TEXT_FESNYR2020_00537_MOUSESERVER_000_040","哎呀，你難道不知道嗎？<hex:02100103>身為東方人的我來給你講解，<hex:02100103>還真是有些奇怪的感覺呢……"
13,"TEXT_FESNYR2020_00537_MOUSESERVER_000_041","降神節是慶祝季節開始新的循環的慶典，<hex:02100103>聽說此地的人們要從十二神中選出新的主神。<hex:02100103>這回的被選出的主神是執掌建築及工藝的工藝神比爾格。"
14,"TEXT_FESNYR2020_00537_MOUSESERVER_000_042","另一方面，在東方的習俗中<hex:02100103>則是從神話中選出的12種動物來執掌新的季節。<hex:02100103>這回被選中的動物是「子」。"
15,"TEXT_FESNYR2020_00537_MOUSESERVER_000_043","我想對你來說這肯定是沒有聽過的名稱，但也沒有關係。<hex:02100103>這種動物在艾歐澤亞被稱為「鼠」。<hex:02100103>這也算是東方文化的一種，還請你多包涵。"
16,"TEXT_FESNYR2020_00537_MOUSESERVER_000_050","「搗年糕」是用來製作東方祈福用的降神糕的方法。<hex:02100103>就是把熱騰騰的糯米放入大臼裡，<hex:02100103>用杵將其搗碎並製成白色柔軟的小塊餅狀就完成了。"
17,"TEXT_FESNYR2020_00537_MOUSESERVER_000_051","還是實際給你演示一遍更快吧。<hex:02100103>「年糕官」正在展示如何「搗年糕」，<hex:02100103>有興趣的話你就去看看吧！"
18,"TEXT_FESNYR2020_00537_MOUSESERVER_000_052","「搗年糕」的會場在中拉諾西亞和風流地的附近。"
