key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_000","……我不是艾歐澤亞同盟軍的人。<hex:02100103>不過我可是得到了許可才來到這裡的。"
1,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_001","……哦，你也是兵團的人嗎？<hex:02100103>我在追蹤這一帶的惡名精英。<hex:02100103>你要是需要情報，我倒是可以提供給你……"
2,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_Q1_000_000","想了解什麼？"
3,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_001","關於B級怪物：19號實驗體——影中暗雅彌尼"
4,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_002","關於B級怪物：殘忍誘拐犯——奧祖魯姆"
5,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_003","關於A級怪物：鐵鏽獵人——奧迦斯"
6,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_004","關於A級怪物：努恩殺手——女王蜂"
7,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_005","關於S級怪物：三千年一現——優曇婆羅花"
8,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_A1_000_006","取消"
9,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_010","阿難陀族的伽黎亞派中有一個名叫雅彌尼的少女。<hex:02100103>她天生擁有強大的魔力，最終被帝國軍帶走了。"
10,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_011","據同盟軍放出的諜報人員稱，<hex:02100103>她被關押在一個建在阿拉米格人居住區一角的奇怪實驗設施內。"
11,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_012","沒有人知道她在那裡面遭受了什麼。<hex:02100103>只是當她再次回來時，已經失去了自我，<hex:02100103>無差別襲擊看到的所有人，變得十分可怕。"
12,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_020","奧祖魯姆是擁有如鐮刀般尖銳利喙的怪鳥。<hex:02100103>雖然它的羽翼進化得不夠發達，無法飛行，<hex:02100103>但是它的跳躍力驚人，一跳就能越過整座岩山。"
13,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_021","奧祖魯姆生性兇猛，而且喜歡吃肉。<hex:02100103>這對於居住在邊區的阿難陀族和梅氏的貓魅族來說，<hex:02100103>是一個巨大的威脅。"
14,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_022","其實早在幾年前，對等石已經接連失蹤了幾個梅氏的孩子。<hex:02100103>而嫌疑最大的就是奧祖魯姆了。"
15,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_030","蟻獅的天敵多是猛禽類，因此它們一般是潛伏在地下進行狩獵的。<hex:02100103>但是奧迦斯不一樣。<hex:02100103>它會來到地面上，為尋找獵物四處遊蕩。"
16,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_031","這也不是沒有道理的……<hex:02100103>因為那傢伙的體內能夠分泌出強力的體液，甚至可以融化鋼鐵，<hex:02100103>而且噴射力也特別發達。"
17,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_032","傳言說奧迦斯是在賢者樹周圍狩獵後開始變成這樣的。<hex:02100103>那裡是否出現了某種令它突變的契機？"
18,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_040","你想要了解一下被稱為「女王蜂」的巨型蜂的事啊？<hex:02100103>那傢伙的特徵就是擁有強力的毒針，甚至能夠瞬間毒死一頭熊。<hex:02100103>另外它扇動翅膀時捲起的衝擊波如同颶風一般強勁。"
19,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_041","這也是從阿難陀族那裡聽說的。<hex:02100103>曾經梅氏的努恩為了保護族人，曾和那傢伙戰鬥過。<hex:02100103>當時的努恩儘管身中劇毒，但依然以生命為代價將它封印在了洞窟中。"
20,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_042","但是，不知道是不是因為受呵欠洞形成時的衝擊影響，<hex:02100103>導致那個洞窟坍塌了。<hex:02100103>最近那隻本應被封印的巨蜂再次現身了。"
21,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_050","優曇婆羅花是一個神出鬼沒的巨大食人植物。<hex:02100103>平時它都是潛伏在地底，等待獵物靠近的，<hex:02100103>所以並不容易發現。"
22,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_051","優曇婆羅花這個名字源自拉爾戈星導教的古典中記載的<hex:02100103>一種傳說中的植物，據說這種植物時隔3000年才開一次花，<hex:02100103>以此命名也是因為它真的很難被發現吧。"
23,"TEXT_CTSHNT40CASTRUMORIENS_00425_YAYANEJA_000_052","還有一種說法稱，它能夠以其他植物無聲的悲鳴來判斷，<hex:02100103>是否有活蹦亂跳的獵物在靠近。<hex:02100103>要是能順利把那傢伙從地底下引出來就好了……"
24,"TEXT_CTSHNT40CASTRUMORIENS_00425_TALK_ACTOR","（★未使用／削除予定★）"
