key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_GAIUSA405_00747_SEQ_00","沙之家的敏菲利亞，想要委託冒險者展開調查。"
1,"TEXT_GAIUSA405_00747_SEQ_01","恆輝隊似乎傳來了發現面具男的情報。前往烏爾達哈的恆輝作戰總部，和斯威夫特對話。"
2,"TEXT_GAIUSA405_00747_SEQ_02","目擊者似乎是駐守在跨天橋的銅刃團傭兵。和東薩納蘭跨天橋的希希巴魯對話。"
3,"TEXT_GAIUSA405_00747_SEQ_03","和希希巴魯進行了交談。他雖然聽說過面具男的傳聞，但是……"
4,"TEXT_GAIUSA405_00747_SEQ_04",""
5,"TEXT_GAIUSA405_00747_SEQ_05",""
6,"TEXT_GAIUSA405_00747_SEQ_06",""
7,"TEXT_GAIUSA405_00747_SEQ_07",""
8,"TEXT_GAIUSA405_00747_SEQ_08",""
9,"TEXT_GAIUSA405_00747_SEQ_09",""
10,"TEXT_GAIUSA405_00747_SEQ_10",""
11,"TEXT_GAIUSA405_00747_SEQ_11",""
12,"TEXT_GAIUSA405_00747_SEQ_12",""
13,"TEXT_GAIUSA405_00747_SEQ_13",""
14,"TEXT_GAIUSA405_00747_SEQ_14",""
15,"TEXT_GAIUSA405_00747_SEQ_15",""
16,"TEXT_GAIUSA405_00747_SEQ_16",""
17,"TEXT_GAIUSA405_00747_SEQ_17",""
18,"TEXT_GAIUSA405_00747_SEQ_18",""
19,"TEXT_GAIUSA405_00747_SEQ_19",""
20,"TEXT_GAIUSA405_00747_SEQ_20",""
21,"TEXT_GAIUSA405_00747_SEQ_21",""
22,"TEXT_GAIUSA405_00747_SEQ_22",""
23,"TEXT_GAIUSA405_00747_SEQ_23",""
24,"TEXT_GAIUSA405_00747_TODO_00","和恆輝作戰總部的斯威夫特對話"
25,"TEXT_GAIUSA405_00747_TODO_01","和跨天橋的希希巴魯對話"
26,"TEXT_GAIUSA405_00747_TODO_02",""
27,"TEXT_GAIUSA405_00747_TODO_03",""
28,"TEXT_GAIUSA405_00747_TODO_04",""
29,"TEXT_GAIUSA405_00747_TODO_05",""
30,"TEXT_GAIUSA405_00747_TODO_06",""
31,"TEXT_GAIUSA405_00747_TODO_07",""
32,"TEXT_GAIUSA405_00747_TODO_08",""
33,"TEXT_GAIUSA405_00747_TODO_09",""
34,"TEXT_GAIUSA405_00747_TODO_10",""
35,"TEXT_GAIUSA405_00747_TODO_11",""
36,"TEXT_GAIUSA405_00747_TODO_12",""
37,"TEXT_GAIUSA405_00747_TODO_13",""
38,"TEXT_GAIUSA405_00747_TODO_14",""
39,"TEXT_GAIUSA405_00747_TODO_15",""
40,"TEXT_GAIUSA405_00747_TODO_16",""
41,"TEXT_GAIUSA405_00747_TODO_17",""
42,"TEXT_GAIUSA405_00747_TODO_18",""
43,"TEXT_GAIUSA405_00747_TODO_19",""
44,"TEXT_GAIUSA405_00747_TODO_20",""
45,"TEXT_GAIUSA405_00747_TODO_21",""
46,"TEXT_GAIUSA405_00747_TODO_22",""
47,"TEXT_GAIUSA405_00747_TODO_23",""
48,"TEXT_GAIUSA405_00747_MINFILIA_000_000","接連麻煩你真是不好意思……<hex:02100103>在下一個委託到來之前，我有事想讓你去調查一番。"
49,"TEXT_GAIUSA405_00747_MINFILIA_000_001","我想讓你去收集拉哈布雷亞的情報，<hex:02100103>對，就是你在托托·拉克千獄遇見的那個面具男。"
50,"TEXT_GAIUSA405_00747_MINFILIA_000_002","關於無影族，我們所知甚少。<hex:02100103>唯一能確定的就是，無影族的出現會招致混沌與戰亂。"
51,"TEXT_GAIUSA405_00747_MINFILIA_000_003","艾歐澤亞如今遇到的問題，<hex:02100103>說不好也與無影族有著某種關聯。<hex:02100103>我們必須查清此事。"
52,"TEXT_GAIUSA405_00747_MINFILIA_000_004","在我們向各國的大國防聯軍請求協助後，<hex:02100103>從恆輝隊傳回了發現「面具男」的情報。<hex:02100103>首先請你前往恆輝作戰總部，追查他的下落吧。"
53,"TEXT_GAIUSA405_00747_MINFILIA_000_005","我們對敵人一無所知。<hex:02100103>你一定要小心謹慎。"
54,"TEXT_GAIUSA405_00747_SWIFT_000_010","你是拂曉的人吧，我等你很久了。<hex:02100103>有人見到了之前提過的「面具男」。"
55,"TEXT_GAIUSA405_00747_SWIFT_000_011","駐守在跨天橋的銅刃團傭兵接到拂曉血盟的情報後，<hex:02100103>發現了一個相似打扮的人。"
56,"TEXT_GAIUSA405_00747_SWIFT_000_012","我們從傭兵口中得知的情報就是這些了。<hex:02100103>跨天橋那裡是飛空艇著陸場，許多商人出入其中，<hex:02100103>你去調查一番的話，說不定會有更多收穫的。"
57,"TEXT_GAIUSA405_00747_SWIFT_000_013","請你奔赴位於東薩納蘭的事發地，<hex:02100103>去拜訪一下名為希希巴魯的商人。<hex:02100103>那傢伙急缺客戶，肯定不會冷落你的。"
58,"TEXT_GAIUSA405_00747_HIHIBARU_000_020","歡迎來到跨天橋！<hex:02100103>看來您是一位冒險者，要休息一下嗎？<hex:02100103>還是說有委託？莫非是討伐蠻族……"
59,"TEXT_GAIUSA405_00747_HIHIBARU_000_021","哎呀，是要找人啊！<hex:02100103>咳，您要找面具男是吧？<hex:02100103>我好像聽說過傳聞……"
60,"TEXT_GAIUSA405_00747_HIHIBARU_000_022","沒關係，就讓我們慢慢調查吧。<hex:02100103>您說對吧？"
