key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_GAIUSE114_01188_SEQ_00","沙之家的塔塔露有事情要告訴冒險者。"
1,"TEXT_GAIUSE114_01188_SEQ_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本任務已經過調整。建議放棄本任務，前往喪靈鐘找斯拉佛伯恩重新領取。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※接下來的主線任務可以在主線嚮導中進行確認。在快捷指令的系統中可以找到角色設定，打開角色設定後，在介面設定的介面項中可以顯示或隱藏主線嚮導。"
2,"TEXT_GAIUSE114_01188_SEQ_02","敏菲利亞和于里昂熱告訴冒險者，雙蛇黨那邊發現了新的蠻神。前往格里達尼亞，和蛇巢司令部的沃爾賽勒對話。"
3,"TEXT_GAIUSE114_01188_SEQ_03","和沃爾賽勒進行了交談。他告訴冒險者，現在事態十分嚴峻……"
4,"TEXT_GAIUSE114_01188_SEQ_04",""
5,"TEXT_GAIUSE114_01188_SEQ_05",""
6,"TEXT_GAIUSE114_01188_SEQ_06",""
7,"TEXT_GAIUSE114_01188_SEQ_07",""
8,"TEXT_GAIUSE114_01188_SEQ_08",""
9,"TEXT_GAIUSE114_01188_SEQ_09",""
10,"TEXT_GAIUSE114_01188_SEQ_10",""
11,"TEXT_GAIUSE114_01188_SEQ_11",""
12,"TEXT_GAIUSE114_01188_SEQ_12",""
13,"TEXT_GAIUSE114_01188_SEQ_13",""
14,"TEXT_GAIUSE114_01188_SEQ_14",""
15,"TEXT_GAIUSE114_01188_SEQ_15",""
16,"TEXT_GAIUSE114_01188_SEQ_16",""
17,"TEXT_GAIUSE114_01188_SEQ_17",""
18,"TEXT_GAIUSE114_01188_SEQ_18",""
19,"TEXT_GAIUSE114_01188_SEQ_19",""
20,"TEXT_GAIUSE114_01188_SEQ_20",""
21,"TEXT_GAIUSE114_01188_SEQ_21",""
22,"TEXT_GAIUSE114_01188_SEQ_22",""
23,"TEXT_GAIUSE114_01188_SEQ_23",""
24,"TEXT_GAIUSE114_01188_TODO_00","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本任務已經過調整 建議放棄本任務<hex:02100103>前往喪靈鐘找斯拉佛伯恩重新領取<hex:0249020103><hex:0248020103>"
25,"TEXT_GAIUSE114_01188_TODO_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本任務已經過調整 建議放棄本任務<hex:02100103>前往喪靈鐘找斯拉佛伯恩重新領取<hex:0249020103><hex:0248020103>"
26,"TEXT_GAIUSE114_01188_TODO_02",""
27,"TEXT_GAIUSE114_01188_TODO_03",""
28,"TEXT_GAIUSE114_01188_TODO_04",""
29,"TEXT_GAIUSE114_01188_TODO_05",""
30,"TEXT_GAIUSE114_01188_TODO_06",""
31,"TEXT_GAIUSE114_01188_TODO_07",""
32,"TEXT_GAIUSE114_01188_TODO_08",""
33,"TEXT_GAIUSE114_01188_TODO_09",""
34,"TEXT_GAIUSE114_01188_TODO_10",""
35,"TEXT_GAIUSE114_01188_TODO_11",""
36,"TEXT_GAIUSE114_01188_TODO_12",""
37,"TEXT_GAIUSE114_01188_TODO_13",""
38,"TEXT_GAIUSE114_01188_TODO_14",""
39,"TEXT_GAIUSE114_01188_TODO_15",""
40,"TEXT_GAIUSE114_01188_TODO_16",""
41,"TEXT_GAIUSE114_01188_TODO_17",""
42,"TEXT_GAIUSE114_01188_TODO_18",""
43,"TEXT_GAIUSE114_01188_TODO_19",""
44,"TEXT_GAIUSE114_01188_TODO_20",""
45,"TEXT_GAIUSE114_01188_TODO_21",""
46,"TEXT_GAIUSE114_01188_TODO_22",""
47,"TEXT_GAIUSE114_01188_TODO_23",""
48,"TEXT_GAIUSE114_01188_TATARU_000_000","好像發生了緊急事件！<hex:02100103>格里達尼亞派了個雙蛇黨的使者過來，<hex:02100103>大家現在都很緊張……"
49,"TEXT_GAIUSE114_01188_TATARU_000_001","難道又是蠻神迦樓羅作亂？！還是帝國？！<hex:02100103>讓人感覺戰戰兢兢的……"
50,"TEXT_GAIUSE114_01188_TATARU_000_002","總之，請你去找敏菲利亞，<hex:02100103>問問她現在是什麼情況。"
51,"TEXT_GAIUSE114_01188_TATARU_000_003","好像發生了緊急事件！<hex:02100103>請你去找敏菲利亞，<hex:02100103>問問她現在是什麼情況。"
52,"TEXT_GAIUSE114_01188_MINFILIA_000_010","<hex:022903EB0203>，我正找你呢！"
53,"TEXT_GAIUSE114_01188_MINFILIA_000_011","剛才格里達尼亞的雙蛇黨那邊發來情報，<hex:02100103>據說是出現了新的蠻神……"
54,"TEXT_GAIUSE114_01188_URIANGER_000_012","和格里達尼亞敵對的蠻神……<hex:02100103>有鳥人族信仰的蠻神「迦樓羅」，<hex:02100103>和彷徨鬪神「奧丁」。"
55,"TEXT_GAIUSE114_01188_URIANGER_000_013","不過，這次探察出的不是他們，<hex:02100103>從測量儀的反應上來看，這次恐怕是……"
56,"TEXT_GAIUSE114_01188_MINFILIA_000_014","是的，這次測量儀探察到的反應，<hex:02100103>類似於第七靈災前探察到的反應。"
57,"TEXT_GAIUSE114_01188_MINFILIA_000_015","竟然在這種時候探察到新的蠻神……<hex:02100103>這件事絕對沒那麼簡單……"
58,"TEXT_GAIUSE114_01188_MINFILIA_000_016","總之，我們不能坐視不理。<hex:02100103>請你火速趕往格里達尼亞。"
59,"TEXT_GAIUSE114_01188_URIANGER_000_017","你去找雙蛇黨的沃爾賽勒。<hex:02100103>同時，我也會讓伊達和帕帕力莫趕往格里達尼亞。"
60,"TEXT_GAIUSE114_01188_MINFILIA_000_018","敵人是蠻神……或許免不了一戰。<hex:02100103>只能委託身為光之戰士的你了。<hex:02100103>請你……多加小心。"
61,"TEXT_GAIUSE114_01188_MINFILIA_000_019","你去找雙蛇黨的沃爾賽勒。<hex:02100103>敵人是蠻神……或許免不了一戰。<hex:02100103>請你……多加小心。"
62,"TEXT_GAIUSE114_01188_VORSAILE_000_020","你不是「拂曉」的人麼。<hex:02100103>看來我們的使者平安抵達那邊了啊。"
63,"TEXT_GAIUSE114_01188_VORSAILE_000_021","你能來真是太好了。<hex:02100103>實際上，目前的情況十分嚴峻……"
